"cat_no","context","figure_num","gender","descriptor_text","n_descriptors","n_in_dict","coverage_pct","dirmean_Warmth","dirmean_Competence","dirmean_Sociability","dirmean_Morality","dirmean_Ability","dirmean_Assertiveness","dirmean_Status","dirmean_Beliefs","dirmean_health","dirmean_deviance","dirmean_beauty","dirmean_Politics","dirmean_Religion","n_dirmean_Warmth","n_dirmean_Competence","n_dirmean_Sociability","n_dirmean_Morality","n_dirmean_Ability","n_dirmean_Assertiveness","n_dirmean_Status","n_dirmean_Beliefs","n_dirmean_health","n_dirmean_deviance","n_dirmean_beauty","n_dirmean_Politics","n_dirmean_Religion","asymmetry"
"P007875","religious",3,"Male","The male figure on the far left is kneeling, his hands resting on a book or scroll. His gaze is directed towards the central female figure, indicating a posture of devotion and submission.",16,7,43.75,0.5,0.75,1,0,0.75,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,1,2,0,1,0,0,0,0,0,0,-0.25
"P007875","religious",4,"Male","The male figure in the center-right is standing with one hand raised, as if gesturing or speaking. His gaze is directed towards the central female figure, suggesting an active role in the scene, possibly as a leader or speaker.",18,11,61.1111111111111,0.5,1,0.5,NA,1,1,1,0,NA,NA,NA,0,NA,2,3,2,0,2,1,2,1,0,0,0,1,0,-0.5
"P007875","religious",5,"Male","The male figure on the far right is standing with his hands clasped together, his gaze directed towards the central female figure. He appears to be in a state of reverence and submission.",12,6,50,0,1,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,0,0,0,0,0,-1
"P007875","religious",6,"Male","The male figure in the center-left is standing with his hands resting on a book or scroll. His gaze is directed towards the central female figure, indicating a posture of devotion and submission.",17,8,47.0588235294118,0.5,0.75,1,0,0.75,NA,1,0,NA,NA,NA,0,NA,2,2,1,1,2,0,1,1,0,0,0,1,0,-0.25
"P007875","religious",7,"Male","The male figure in the center is standing with his hands clasped together, his gaze directed towards the central female figure. He appears to be in a state of reverence and submission.",13,7,53.8461538461538,0,1,0,NA,1,NA,1,0,NA,NA,NA,0,NA,1,1,1,0,1,0,1,1,0,0,0,1,0,-1
"P007875","religious",8,"Male","The male figure on the far left is kneeling, his hands resting on a book or scroll. His gaze is directed towards the central female figure, indicating a posture of devotion and submission.",16,7,43.75,0.5,0.75,1,0,0.75,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,1,2,0,1,0,0,0,0,0,0,-0.25
"P007875","religious",9,"Male","The male figure in the center is standing with his hands clasped together, his gaze directed towards the central female figure. He appears to be in a state of reverence and submission.",13,7,53.8461538461538,0,1,0,NA,1,NA,1,0,NA,NA,NA,0,NA,1,1,1,0,1,0,1,1,0,0,0,1,0,-1
"P007875","religious",10,"Male","The male figure on the far right is standing with his hands clasped together, his gaze directed towards the central female figure. He appears to be in a state of reverence and submission.",12,6,50,0,1,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,0,0,0,0,0,-1
"P007875","religious",11,"Male","The male figure in the center is standing with his hands clasped together, his gaze directed towards the central female figure. He",10,5,50,NA,1,NA,NA,1,NA,1,0,NA,NA,NA,0,NA,0,1,0,0,1,0,1,1,0,0,0,1,0,NA
"P003409","secular",1,"Male","The main figure is depicted standing with arms crossed, holding a sword in one hand. The gaze is directed slightly to the left of the viewer, giving an impression of confidence and authority. The facial expression appears serious and composed, suggesting dominance and a sense of purpose. The posture and attire convey a sense of authority and readiness for action.",29,15,51.7241379310345,0.5,0.944444444444444,1,0,0.875,1,0.833333333333333,NA,NA,NA,NA,NA,NA,2,9,1,1,4,5,3,0,0,0,0,0,0,-0.444444444444444
"P002276","secular",1,"Female","The woman is seated with her left arm resting on a red draped fabric, while her right hand is placed gently on her lap. She gazes directly at the viewer with a composed and serene facial expression. Her posture suggests a sense of calm authority and confidence. The way she holds herself indicates dominance and a nurturing presence.",27,17,62.962962962963,0.5,0.785714285714286,0.666666666666667,0,0.833333333333333,0.75,1,1,NA,NA,NA,NA,1,4,7,3,1,3,4,2,1,0,0,0,0,1,-0.285714285714286
"P005823","secular",1,"Female","The female figure is depicted in mid-flight, her left arm extended upwards with a hand gesture that suggests she is guiding or leading. Her right arm is bent at the elbow, holding the hand of a child. She wears a flowing, orange dress with a green sash that trails behind her. Her gaze is directed towards the child, and her facial expression appears serene and gentle. She exudes a sense of dominance and nurturing, actively guiding the child through the air.",37,14,37.8378378378378,0.75,0.6,0.75,NA,0.5,1,1,0,NA,NA,NA,0,NA,4,5,4,0,4,1,1,1,0,0,0,1,0,0.15
"P005823","secular",2,"Male","The child is depicted as a small, nude figure with a light complexion. The child's arms are outstretched, mirroring the pose of the adult figure. The child's gaze is directed towards the adult, appearing trusting and dependent. The child's posture suggests a sense of innocence and vulnerability, making them appear passive and submissive within the scene.",24,16,66.6666666666667,0.333333333333333,-0.3125,0.666666666666667,0,0.375,-1,NA,NA,NA,NA,NA,NA,NA,6,8,3,3,4,4,0,0,0,0,0,0,0,0.645833333333333
"P000401","secular",1,"Male","The figure is seated with one hand resting on the armrest of a chair, while the other hand is placed on their lap. They are looking directly at the viewer with a calm and composed facial expression. The posture suggests a sense of authority and dominance, as the figure appears confident and in control.",20,13,65,0.5,0.759259259259259,1,0,0.875,0.666666666666667,0.777777777777778,NA,NA,NA,NA,NA,NA,2,9,1,1,4,5,3,0,0,0,0,0,0,-0.259259259259259
"P004802","secular",1,"Male","The central male figure is mounted on a horse, leaning slightly forward with a determined expression. His gaze is directed towards the right side of the painting, suggesting he is focused on something beyond the scene. He appears dominant and authoritative, commanding attention as the focal point of the composition.",21,11,52.3809523809524,0.5,1,0.5,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,5,2,0,3,3,3,0,0,0,0,0,0,-0.5
"P004802","secular",2,"Male","This male figure is also mounted on a horse, positioned to the left of the central figure. He is slightly turned towards the central figure, indicating engagement in the activity. His posture is upright, and his expression seems attentive and alert. He appears active and engaged in the scene.",19,12,63.1578947368421,0.5,0.9,0.5,0.5,0.75,1,1,NA,NA,NA,NA,NA,NA,4,5,2,2,2,3,1,0,0,0,0,0,0,-0.4
"P004802","secular",3,"Female","A female figure is seated on a horse to the right of the central figure. She is looking towards the central figure with a calm and composed expression. Her posture is relaxed yet attentive, suggesting she is part of the group but not leading. She appears passive and supportive.",16,11,68.75,0.666666666666667,0.25,1,0,0.75,0,1,NA,NA,NA,NA,NA,NA,3,6,2,1,2,4,1,0,0,0,0,0,0,0.416666666666667
"P004802","secular",4,"Male","Another male figure is seen in the foreground, slightly to the left of the central figure. He is mounted on a horse and appears to be in motion, possibly chasing or pursuing something. His posture is dynamic, with one arm extended forward, indicating action. His expression is focused and intense, suggesting he is actively involved in the scene.",24,12,50,0,0.916666666666667,0,0,0.875,1,1,NA,NA,NA,NA,NA,NA,3,6,2,1,4,3,1,0,0,0,0,0,0,-0.916666666666667
"P004802","secular",5,"Male","A male figure is seen further back in the scene, near the center. He is mounted on a horse and appears to be observing the activity around him. His posture is relaxed, and his gaze is directed towards the central figure, suggesting he is part of the group but not actively participating in the main action. He appears passive and observant.",21,12,57.1428571428571,0,0.5,0,0,0.833333333333333,0.25,0.75,0,NA,NA,NA,0,NA,2,7,1,1,3,4,2,1,0,0,0,1,0,-0.5
"P004802","secular",6,"Male","This male figure is positioned further back in the scene, near the center-right. He is mounted on a horse and appears to be looking towards the central figure. His posture is upright, and his expression is calm and composed. He appears passive and supportive.",16,12,75,0.5,0.3,0.5,0.5,0.75,0,1,0,NA,NA,NA,0,NA,4,5,2,2,2,3,1,1,0,0,0,1,0,0.2
"P004802","secular",7,"Male","A male figure is seen further back in the scene, near the center-left. He is mounted on a horse and appears to be looking towards the central figure. His posture is upright, and his expression is calm and composed. He appears passive and supportive.",16,12,75,0.5,0.3,0.5,0.5,0.75,0,1,0,NA,NA,NA,0,NA,4,5,2,2,2,3,1,1,0,0,0,1,0,0.2
"P004802","secular",8,"Male","This male figure is positioned further back in the scene, near the center-right. He is mounted on a horse and appears to be looking towards the central figure. His posture is upright, and his expression is calm and composed. He appears passive and supportive.",16,12,75,0.5,0.3,0.5,0.5,0.75,0,1,0,NA,NA,NA,0,NA,4,5,2,2,2,3,1,1,0,0,0,1,0,0.2
"P004802","secular",9,"Male","A male figure",2,2,100,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,NA
"P004472","secular",1,"Female","The female figure is depicted in mid-flight, her arms outstretched as if she is holding onto a flowing white cloth that billows behind her. Her gaze is directed upwards and slightly to the left, suggesting a sense of aspiration or contemplation. She appears confident and dominant, with a nurturing yet authoritative presence, as she seems to be guiding or protecting the smaller figure below.",27,11,40.7407407407407,1,1,1,NA,1,0.5,1,1,NA,NA,NA,NA,1,2,6,2,0,2,4,2,1,0,0,0,0,1,0
"P004472","secular",2,"Male","The male figure is also in flight, positioned beneath the female figure. He is holding a book and appears to be reading or studying it intently. His gaze is directed downwards towards the book, indicating focus and concentration. He appears passive and subordinate compared to the female figure, as he is being carried along by her and is engaged in an activity that is secondary to the main action of the scene.",27,13,48.1481481481481,0,0.666666666666667,0,NA,1,0.5,-0.166666666666667,NA,NA,NA,NA,NA,NA,1,6,1,0,2,4,3,0,0,0,0,0,0,-0.666666666666667
"P000768","secular",1,"Female","The woman is standing upright, holding a basket, and appears to be serving food. Her posture is confident and she looks directly at the viewer with a warm, inviting expression. She seems dominant and nurturing.",16,9,56.25,0.8,0.833333333333333,1,0.5,0.5,1,1,NA,NA,NA,1,NA,NA,5,3,3,2,1,2,1,0,0,0,1,0,0,-0.0333333333333333
"P000768","secular",2,"Male","The man is seated on the ground, leaning back slightly, and appears relaxed. He is looking towards the woman with a content expression. His posture suggests he is passive and submissive.",12,7,58.3333333333333,0,-0.375,NA,0,0.5,-0.666666666666667,NA,NA,NA,NA,NA,NA,NA,1,4,0,1,1,3,0,0,0,0,0,0,0,0.375
"P000768","secular",3,"Female","The woman is lying down on a blanket, leaning back with her legs up, and appears to be enjoying herself. She is looking towards the man with a playful expression. Her posture suggests she is active and engaging.",13,6,46.1538461538462,0.333333333333333,0.75,0.5,0,0.5,1,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,1,1,0,0,0,0,0,0,0,-0.416666666666667
"P000768","secular",4,"Female","The woman is standing and appears to be serving food from a basket. She is looking towards the man with a friendly expression. Her posture suggests she is dominant and nurturing.",12,6,50,0.666666666666667,0.75,1,0,0.5,1,1,NA,NA,NA,NA,NA,NA,3,2,2,1,1,1,1,0,0,0,0,0,0,-0.0833333333333334
"P000768","secular",5,"Male","The man is sitting upright, leaning forward slightly, and appears attentive. He is looking towards the woman with a curious expression. His posture suggests he is active and engaged.",12,7,58.3333333333333,0.666666666666667,0.75,1,0.5,0.5,1,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,1,0,0,0,0,0,0,0,-0.0833333333333334
"P000768","secular",6,"Female","The woman is sitting on the ground, leaning back with her legs up, and appears relaxed. She is looking towards the man with a content expression. Her posture suggests she is passive and submissive.",13,7,53.8461538461538,0,-0.375,NA,0,0.5,-0.666666666666667,NA,NA,NA,NA,NA,NA,NA,1,4,0,1,1,3,0,0,0,0,0,0,0,0.375
"P000768","secular",7,"Male","The man is sitting upright, leaning forward slightly, and appears attentive. He is looking towards the woman with a curious expression. His posture suggests he is active and engaged.",12,7,58.3333333333333,0.666666666666667,0.75,1,0.5,0.5,1,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,1,0,0,0,0,0,0,0,-0.0833333333333334
"P000768","secular",8,"Female","The woman is standing and appears to be serving food from a basket. She is looking towards the man with a friendly expression. Her posture suggests she is dominant and nurturing.",12,6,50,0.666666666666667,0.75,1,0,0.5,1,1,NA,NA,NA,NA,NA,NA,3,2,2,1,1,1,1,0,0,0,0,0,0,-0.0833333333333334
"P000768","secular",9,"Male","The man is sitting upright, leaning back slightly, and appears relaxed. He is looking towards the woman with a content expression. His posture suggests he is passive and submissive.",12,8,66.6666666666667,0.5,-0.375,NA,0.5,0.5,-0.666666666666667,NA,NA,NA,NA,NA,NA,NA,2,4,0,2,1,3,0,0,0,0,0,0,0,0.875
"P000768","secular",10,"Female","The woman is standing and appears to be serving food from a basket. She is looking towards the man with a friendly expression. Her posture suggests she is dominant and nurturing.",12,6,50,0.666666666666667,0.75,1,0,0.5,1,1,NA,NA,NA,NA,NA,NA,3,2,2,1,1,1,1,0,0,0,0,0,0,-0.0833333333333334
"P000768","secular",11,"Male","The man is sitting upright, leaning forward slightly, and appears attentive. He is looking towards the woman with a curious expression. His posture suggests he is active and engaged.",12,7,58.3333333333333,0.666666666666667,0.75,1,0.5,0.5,1,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,1,0,0,0,0,0,0,0,-0.0833333333333334
"P000768","secular",12,"Female","The woman is standing and appears to be serving food from a basket. She is looking towards the man with a friendly expression. Her posture suggests she is dominant and nurturing.",12,6,50,0.666666666666667,0.75,1,0,0.5,1,1,NA,NA,NA,NA,NA,NA,3,2,2,1,1,1,1,0,0,0,0,0,0,-0.0833333333333334
"P002918","secular",1,"Male","The main figure is seated on an ornate chair with one hand resting on the armrest and the other holding a sword. The figure's posture is upright and confident, suggesting dominance and authority. The gaze is directed slightly to the left, giving a sense of contemplation or focus. The facial expression appears calm and composed, with a slight smile that conveys confidence and ease. The overall impression is one of authority and control.",34,21,61.7647058823529,0.75,0.803030303030303,1,0.5,0.875,0.476190476190476,0.708333333333333,NA,NA,NA,NA,NA,NA,4,11,2,2,4,7,4,0,0,0,0,0,0,-0.0530303030303031
"P002303","secular",1,"Female","The woman stands with her hands clasped together, gazing towards the right side of the painting. Her posture is upright and composed, suggesting a sense of calmness and perhaps contemplation. She appears passive and somewhat submissive.",16,9,56.25,0.666666666666667,0.25,1,0.5,0.75,-0.5,NA,NA,NA,NA,NA,NA,NA,3,6,1,2,2,4,0,0,0,0,0,0,0,0.416666666666667
"P002303","secular",2,"Male","The man sits on the ground, leaning slightly forward with his legs crossed. He holds a stick or staff in his left hand, which rests on the ground. His gaze is directed towards the woman, and he appears to be in a relaxed but attentive stance. He seems to be in a supportive role, possibly indicating a nurturing or subordinate position.",24,11,45.8333333333333,1,0.5,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,3,2,3,0,1,1,2,0,0,0,0,0,0,0.5
"P002303","secular",3,"Female","The seated woman is positioned near the center of the painting, leaning back slightly with her arms resting on her knees. Her gaze is directed towards the man, and she appears to be in a relaxed state, possibly engaged in conversation or observation. She seems passive and somewhat submissive.",18,7,38.8888888888889,NA,-0.666666666666667,NA,NA,NA,-0.666666666666667,NA,0,NA,NA,NA,0,NA,0,3,0,0,0,3,0,1,0,0,0,1,0,NA
"P002303","secular",4,"Male","The standing man is positioned to the left of the painting, facing the seated woman. He has one arm resting on his hip and the other holding a stick or staff. His posture suggests confidence and authority, and he appears to be the dominant figure in the scene.",21,11,52.3809523809524,0,0.875,0,0,0.75,1,1,0,NA,0,NA,0,NA,2,4,1,1,2,2,2,1,0,1,0,1,0,-0.875
"P002303","secular",5,"Female","The woman on the far right is sitting on a rock by the water's edge. She is looking towards the man who is standing nearby. Her posture is relaxed, and she appears passive and somewhat submissive.",12,6,50,-0.25,-0.375,NA,-0.25,0.5,-0.666666666666667,0,NA,NA,NA,NA,NA,NA,2,4,0,2,1,3,1,0,0,0,0,0,0,0.125
"P002303","secular",6,"Male","The man on the far right is standing near the water's edge, facing the seated woman. He appears to be in a relaxed stance, with one hand resting on his hip and the other holding a stick or staff. His gaze is directed towards the seated woman, and he seems to be in a supportive role.",19,9,47.3684210526316,0.25,0.5,1,-0.5,1,0,0,0,NA,0,NA,0,NA,2,2,1,1,1,1,1,1,0,1,0,1,0,-0.25
"P002303","secular",7,"Female","The woman on the far left is standing with her hands clasped together, looking towards the right side of the painting. Her posture is upright and composed, suggesting a sense of calmness and perhaps contemplation. She appears passive and somewhat submissive.",16,9,56.25,0.666666666666667,0.25,1,0.5,0.75,-0.5,NA,NA,NA,NA,NA,NA,NA,3,6,1,2,2,4,0,0,0,0,0,0,0,0.416666666666667
"P002303","secular",8,"Male","The man on the far left is standing with his hands behind his back, looking towards the seated woman. His posture is upright and confident, suggesting a sense of authority. He appears to be the dominant figure in the scene.",15,9,60,0.5,0.9,0.5,0.5,0.833333333333333,1,1,NA,NA,NA,NA,NA,NA,4,5,2,2,3,2,2,0,0,0,0,0,0,-0.4
"P002862","secular",1,"Female","The main figure is seated with one arm extended outward, holding what appears to be a small object or piece of fabric. The other arm rests gently on her lap. Her gaze is directed slightly to the side, not directly at the viewer, giving a sense of contemplation or reserve. She wears an elaborate dress with a voluminous skirt adorned with gold dots and a lace-trimmed bodice. Her posture suggests a sense of calm authority rather than dominance or passivity. The overall impression is one of quiet dignity and composure.",41,19,46.3414634146341,-0.4,0.3125,-0.333333333333333,-0.5,0.833333333333333,-0.4,0.875,NA,NA,NA,NA,NA,NA,5,8,3,2,3,5,4,0,0,0,0,0,0,-0.7125
"P002349","secular",1,"Male","The boy is crouched low to the ground, leaning forward with his arms extended upwards towards the kite. His gaze is directed upwards, focused intently on the kite flying high in the sky. His facial expression appears determined and slightly strained, suggesting effort and concentration. He seems active and dominant in his engagement with the kite.",24,8,33.3333333333333,NA,0.8,NA,NA,0.5,1,1,NA,NA,NA,NA,NA,NA,0,5,0,0,2,4,1,0,0,0,0,0,0,NA
"P002349","secular",2,"Male","The man standing behind the boy has his hands raised, appearing to assist or guide the boy as he flies the kite. His gaze is also directed upwards, following the kite's flight path. His posture suggests he is actively involved in the activity but not as physically engaged as the boy. He appears supportive and nurturing.",23,9,39.1304347826087,0.75,0.833333333333333,1,0.5,0.75,1,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,2,1,0,0,0,0,0,0,0,-0.0833333333333334
"P002349","secular",3,"Female","The woman standing near the man has her hands clasped together and her gaze directed downwards, possibly observing something on the ground. Her posture is relaxed and passive compared to the other figures. She does not seem to be directly participating in the kite-flying activity.",17,5,29.4117647058824,0,0.125,NA,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,1,4,0,1,1,3,0,0,0,0,0,0,0,-0.125
"P002349","secular",4,"Male","The man in the red outfit is standing upright, facing the boy who is flying the kite. His hands are positioned as if he is about to assist or guide the boy. His gaze is directed towards the boy, indicating a supportive role. His posture suggests he is actively involved but not as physically engaged as the boy.",23,11,47.8260869565217,0.75,0.75,1,0.666666666666667,0.75,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,3,2,0,0,0,0,0,0,0,0,0
"P002349","secular",5,"Male","The man in the blue outfit is standing further back, observing the scene. His hands are at his sides, and his gaze is directed towards the boy and the kite. His posture is relaxed and passive, suggesting he is a bystander rather than an active participant.",17,8,47.0588235294118,0,0.125,0,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,1,3,0,0,0,0,0,0,0,-0.125
"P002349","secular",6,"Male","The man in the brown outfit is standing close to the woman, also observing the scene. His hands are at his sides, and his gaze is directed towards the boy and the kite. His posture is relaxed and passive, similar to the woman's, indicating he is a bystander.

All figures appear to be engaged in the activity of kite-flying, with varying levels of involvement and roles within the scene.",25,11,44,0,0.125,0,0,0.5,0,NA,-0.5,NA,-1,NA,-0.5,NA,3,4,2,1,1,3,0,1,0,1,0,1,0,-0.125
"P007742","secular",1,"Male","The individual is depicted from the shoulders up, wearing a light-colored coat with a dark cravat. The head is slightly tilted to the right, and the gaze is directed straight ahead, giving an impression of direct engagement with the viewer. The facial expression appears calm and composed, with a hint of seriousness. The posture suggests a sense of authority and dominance.",30,18,60,0.25,0.785714285714286,1,0,0.75,0.8,1,1,-1,NA,NA,1,NA,4,7,1,3,2,5,2,1,1,0,0,1,0,-0.535714285714286
"P003116","secular",1,"Female","The woman is seated with her body slightly turned to the left, creating a sense of engagement with the viewer. Her gaze is directed straight ahead, conveying a composed and confident demeanor. The softness of her facial features and the gentle curve of her lips suggest a calm and serene expression. She appears dominant and authoritative, as indicated by the way she holds herself and the directness of her gaze.",29,14,48.2758620689655,0.666666666666667,0.8,0.666666666666667,NA,1,0.75,1,1,NA,NA,NA,1,NA,3,5,3,0,1,4,2,1,0,0,0,1,0,-0.133333333333333
"P008360","secular",1,"Male","The dog is positioned in the foreground, actively running towards the right side of the painting. Its body is low to the ground, with its tail slightly raised, indicating movement and alertness. The dog's gaze is directed forward, showing focus and determination. It appears dominant and active.",20,8,40,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,0,4,0,0,0,4,1,0,1,0,0,0,0,NA
"P008360","secular",2,"Male","This dog is lying down in the background, partially obscured by foliage. Its body is relaxed, and it seems to be resting or observing the scene. The dog's gaze is directed towards the left side of the painting, suggesting a passive and observant demeanor. It appears submissive and passive.",21,8,38.0952380952381,0,0,0,NA,1,-0.25,NA,NA,NA,NA,NA,NA,NA,1,5,1,0,1,4,0,0,0,0,0,0,0,0
"P006219","secular",1,"Male","The shepherd stands with his back slightly turned to the viewer, holding a staff in one hand. His posture is relaxed yet attentive, suggesting he is overseeing the flock. His gaze is directed towards the sheep, indicating a nurturing and authoritative stance. He appears dominant and active.",22,11,50,0.75,0.416666666666667,1,0,0.75,0.25,1,NA,NA,NA,NA,NA,NA,4,6,3,1,2,4,2,0,0,0,0,0,0,0.333333333333333
"P006219","secular",2,"Male","A second shepherd is seen in the distance, walking away from the viewer. His posture is upright, and his gaze is directed forward, suggesting he is focused on his task. He appears passive and less dominant compared to the first shepherd.",15,8,53.3333333333333,0.25,0.5,0,0.5,0.75,0.5,1,NA,NA,NA,NA,NA,NA,4,5,2,2,2,4,1,0,0,0,0,0,0,-0.25
"P006219","secular",3,"Female","A woman is seated near the left side of the painting, tending to the sheep. Her posture is relaxed, and she appears to be engaged in a nurturing activity, possibly milking a sheep. She has a calm and content facial expression, indicating a passive and nurturing role.",20,14,70,0.5,-0.0833333333333333,1,0,0.5,-0.2,NA,NA,NA,NA,NA,NA,NA,2,6,1,1,1,5,0,0,0,0,0,0,0,0.583333333333333
